==========================================
SLURM_JOB_ID = 2410593
SLURM_NODELIST = gnode106
SLURM_JOB_GPUS = 1
==========================================
/var/spool/slurmd/job2410593/slurm_script: line 10: activate: No such file or directory

video 1/1721 (1/834) /scratch/mukil/dipx/common/aria_common/0074726e-def7-4868-b93d-1ce03fa39ffa.mp4: 1088x1088 1 face, 26.9ms
video 25/1721 (1009/1011) /scratch/mukil/dipx/common/aria_common/03e96ff0-a12e-42f1-a07e-4ddb7295e7de.mp4: 1088x1088 1 face, 24.5ms
video 25/1721 (1010/1011) /scratch/mukil/dipx/common/aria_common/03e96ff0-a12e-42f1-a07e-4ddb7295e7de.mp4: 1088x1088 1 face, 24.4ms
video 25/1721 (1011/1011) /scratch/mukil/dipx/common/aria_common/03e96ff0-a12e-42f1-a07e-4ddb7295e7de.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (1/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (2/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.2ms
video 26/1721 (3/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.6ms
video 26/1721 (4/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (5/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.3ms
video 26/1721 (6/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (7/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (8/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.4ms
video 26/1721 (9/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.5ms
video 26/1721 (10/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.3ms
video 26/1721 (11/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.2ms
video 26/1721 (12/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.6ms
video 26/1721 (13/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 faces, 24.5ms
video 26/1721 (14/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 faces, 24.3ms
video 26/1721 (15/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.2ms
video 26/1721 (16/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.6ms
video 26/1721 (17/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.5ms
video 26/1721 (18/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.4ms
video 26/1721 (19/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.6ms
video 26/1721 (20/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.6ms
video 26/1721 (21/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (22/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.6ms
video 26/1721 (23/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.5ms
video 26/1721 (24/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.3ms
video 26/1721 (25/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (26/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.5ms
video 26/1721 (27/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.7ms
video 26/1721 (28/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.4ms
video 26/1721 (29/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.5ms
video 26/1721 (30/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.4ms
video 26/1721 (31/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.5ms
video 26/1721 (32/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.4ms
video 26/1721 (33/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (34/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.7ms
video 26/1721 (35/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (36/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.6ms
video 26/1721 (37/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.4ms
video 26/1721 (38/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (39/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.4ms
video 26/1721 (40/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.2ms
video 26/1721 (41/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.6ms
video 26/1721 (42/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (43/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.5ms
video 26/1721 (44/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.4ms
video 26/1721 (45/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (46/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.5ms
video 26/1721 (47/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.3ms
video 26/1721 (48/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (49/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (50/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (51/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (52/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (53/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (54/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (55/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (56/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (57/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (58/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (59/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (60/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (61/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.5ms
video 26/1721 (62/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (63/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (64/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (65/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (66/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (67/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (68/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (69/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (70/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (71/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (72/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (73/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (74/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (75/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.5ms
video 26/1721 (76/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (77/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (78/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (79/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (80/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (81/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (82/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (83/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (84/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (85/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (86/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (87/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.5ms
video 26/1721 (88/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (89/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (90/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (91/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.4ms
video 26/1721 (92/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.6ms
video 26/1721 (93/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.3ms
video 26/1721 (94/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (95/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (96/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (97/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (98/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (99/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (100/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (101/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (102/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (103/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (104/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (105/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (106/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (107/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (108/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (109/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (110/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (111/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (112/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (113/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (114/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (115/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (116/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (117/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (118/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (119/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (120/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (121/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (122/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (123/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (124/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.7ms
video 26/1721 (125/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.4ms
video 26/1721 (126/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.6ms
video 26/1721 (127/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (128/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.6ms
video 26/1721 (129/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (130/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (131/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (132/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (133/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.4ms
video 26/1721 (134/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.5ms
video 26/1721 (135/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.4ms
video 26/1721 (136/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (137/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.6ms
video 26/1721 (138/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (139/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.6ms
video 26/1721 (140/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (141/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 licenses, 24.3ms
video 26/1721 (142/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 licenses, 24.4ms
video 26/1721 (143/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 licenses, 24.2ms
video 26/1721 (144/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 licenses, 24.6ms
video 26/1721 (145/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (146/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.5ms
video 26/1721 (147/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (148/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (149/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (150/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (151/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (152/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.4ms
video 26/1721 (153/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.4ms
video 26/1721 (154/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 (no detections), 24.3ms
video 26/1721 (155/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.4ms
video 26/1721 (156/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 24.3ms
video 26/1721 (157/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 licenses, 24.5ms
video 26/1721 (158/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 licenses, 24.3ms
video 26/1721 (159/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.6ms
video 26/1721 (160/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 face, 24.3ms
video 26/1721 (161/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 faces, 24.3ms
video 26/1721 (162/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 2 faces, 24.4ms
video 26/1721 (163/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.3ms
video 26/1721 (164/808) /scratch/mukil/dipx/common/aria_common/0403de48-8314-41a8-bae8-db6ce43992d3.mp4: 1088x1088 1 license, 1 face, 24.6ms
